Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality,Social_Activity_Score,Introversion_Score,Social_Comfort,Digital_vs_Physical_Social,Social_Energy_Balance,Has_Stage_Fear,Gets_Drained_Socializing,Is_Introvert
1.0,No,8.0,5.0,No,10.0,9.0,Extrovert,7.333333333333333,0.3333333333333333,10.0,1.0,8.0,0,0,0
3.0,No,7.0,5.0,No,10.0,9.0,Extrovert,7.0,1.0,10.0,2.0,7.0,0,0,0
0.0,No,6.0,6.0,No,10.0,7.0,Extrovert,6.333333333333333,0.0,10.0,1.0,6.0,0,0,0
7.0,Yes,3.0,2.0,Yes,5.0,1.0,Introvert,2.0,9.0,2.5,-2.0,-2.0,1,1,1
7.0,Yes,3.0,2.0,Yes,3.0,2.0,Introvert,2.3333333333333335,9.0,1.5,-1.0,-2.0,1,1,1
1.0,No,9.0,4.0,No,10.0,8.0,Extrovert,7.0,0.3333333333333333,10.0,-1.0,9.0,0,0,0
2.0,No,9.0,4.0,No,7.0,9.0,Extrovert,7.333333333333333,0.6666666666666666,8.5,0.0,9.0,0,0,0
6.0,Yes,3.0,1.0,Yes,2.0,0.0,Introvert,1.3333333333333333,8.666666666666666,1.0,-3.0,-2.0,1,1,1
3.0,No,8.0,5.0,No,10.0,6.0,Extrovert,6.333333333333333,1.0,10.0,-2.0,8.0,0,0,0
6.0,Yes,3.0,0.0,Yes,3.0,0.0,Introvert,1.0,8.666666666666666,1.5,-3.0,-2.0,1,1,1
3.0,No,4.0,5.0,No,10.0,7.0,Extrovert,5.333333333333333,1.0,10.0,3.0,4.0,0,0,0
9.0,Yes,2.0,2.0,Yes,3.0,0.0,Introvert,1.3333333333333333,9.666666666666666,1.5,-2.0,-3.0,1,1,1
2.0,No,6.0,4.0,No,10.0,4.0,Extrovert,4.666666666666667,0.6666666666666666,10.0,-2.0,6.0,0,0,0
10.0,Yes,1.0,0.0,Yes,1.0,1.0,Introvert,0.6666666666666666,10.0,0.5,0.0,-4.0,1,1,1
0.0,No,5.0,7.0,No,6.0,9.0,Extrovert,7.0,0.0,8.0,4.0,5.0,0,0,0
8.0,Yes,0.0,0.0,Yes,0.0,2.0,Extrovert,0.6666666666666666,9.333333333333334,0.0,2.0,-5.0,1,1,0
2.0,No,4.0,4.0,No,7.0,8.0,Extrovert,5.333333333333333,0.6666666666666666,8.5,4.0,4.0,0,0,0
0.0,No,6.0,4.0,No,7.0,6.0,Extrovert,5.333333333333333,0.0,8.5,0.0,6.0,0,0,0
6.0,Yes,2.0,0.0,Yes,5.0,0.0,Introvert,0.6666666666666666,8.666666666666666,2.5,-2.0,-3.0,1,1,1
10.0,Yes,2.0,0.0,Yes,4.0,1.0,Introvert,1.0,10.0,2.0,-1.0,-3.0,1,1,1
3.0,No,9.0,6.0,No,6.0,7.0,Extrovert,7.333333333333333,1.0,8.0,-2.0,9.0,0,0,0
8.0,Yes,2.0,2.0,Yes,5.0,1.0,Introvert,1.6666666666666667,9.333333333333334,2.5,-1.0,-3.0,1,1,1
1.0,No,7.0,4.0,No,10.0,4.0,Extrovert,5.0,0.3333333333333333,10.0,-3.0,7.0,0,0,0
3.0,No,9.0,7.0,No,8.0,7.0,Extrovert,7.666666666666667,1.0,9.0,-2.0,9.0,0,0,0
9.0,Yes,0.0,2.0,Yes,0.0,0.0,Introvert,0.6666666666666666,9.666666666666666,0.0,0.0,-5.0,1,1,1
0.0,No,4.0,6.0,No,10.0,4.0,Extrovert,4.666666666666667,0.0,10.0,0.0,4.0,0,0,0
9.0,Yes,0.0,2.0,Yes,2.0,1.0,Introvert,1.0,9.666666666666666,1.0,1.0,-5.0,1,1,1
1.0,No,6.0,6.0,No,8.0,4.0,Extrovert,5.333333333333333,0.3333333333333333,9.0,-2.0,6.0,0,0,0
10.0,Yes,3.0,2.0,Yes,4.0,0.0,Introvert,1.6666666666666667,10.0,2.0,-3.0,-2.0,1,1,1
3.0,No,9.0,6.0,No,9.0,7.0,Extrovert,7.333333333333333,1.0,9.5,-2.0,9.0,0,0,0
9.0,Yes,0.0,0.0,Yes,4.0,0.0,Introvert,0.0,9.666666666666666,2.0,0.0,-5.0,1,1,1
6.0,Yes,2.0,3.0,Yes,5.0,1.0,Extrovert,2.0,8.666666666666666,2.5,-1.0,-3.0,1,1,0
1.0,No,5.0,4.0,No,6.0,8.0,Extrovert,5.666666666666667,0.3333333333333333,8.0,3.0,5.0,0,0,0
9.0,Yes,0.0,2.0,Yes,3.0,0.0,Introvert,0.6666666666666666,9.666666666666666,1.5,0.0,-5.0,1,1,1
0.0,No,7.0,7.0,No,7.0,5.0,Extrovert,6.333333333333333,0.0,8.5,-2.0,7.0,0,0,0
10.0,Yes,2.0,2.0,Yes,3.0,1.0,Introvert,1.6666666666666667,10.0,1.5,-1.0,-3.0,1,1,1
6.0,Yes,2.0,0.0,Yes,3.0,2.0,Introvert,1.3333333333333333,8.666666666666666,1.5,0.0,-3.0,1,1,1
1.0,No,5.0,7.0,No,10.0,8.0,Extrovert,6.666666666666667,0.3333333333333333,10.0,3.0,5.0,0,0,0
3.0,No,5.0,5.0,No,10.0,8.0,Extrovert,6.0,1.0,10.0,3.0,5.0,0,0,0
5.0,Yes,0.0,0.0,Yes,3.0,2.0,Introvert,0.6666666666666666,8.333333333333334,1.5,2.0,-5.0,1,1,1
7.0,Yes,3.0,0.0,Yes,4.0,2.0,Introvert,1.6666666666666667,9.0,2.0,-1.0,-2.0,1,1,1
5.0,Yes,0.0,2.0,Yes,1.0,0.0,Introvert,0.6666666666666666,8.333333333333334,0.5,0.0,-5.0,1,1,1
1.0,No,6.0,4.0,No,10.0,3.0,Extrovert,4.333333333333333,0.3333333333333333,10.0,-3.0,6.0,0,0,0
1.0,No,6.0,6.0,No,6.0,8.0,Extrovert,6.666666666666667,0.3333333333333333,8.0,2.0,6.0,0,0,0
0.0,No,8.0,5.0,No,9.0,8.0,Extrovert,7.0,0.0,9.5,0.0,8.0,0,0,0
10.0,Yes,0.0,0.0,Yes,5.0,2.0,Introvert,0.6666666666666666,10.0,2.5,2.0,-5.0,1,1,1
6.0,Yes,3.0,2.0,Yes,4.0,2.0,Introvert,2.3333333333333335,8.666666666666666,2.0,-1.0,-2.0,1,1,1
0.0,No,8.0,4.0,No,9.0,3.0,Extrovert,5.0,0.0,9.5,-5.0,8.0,0,0,0
0.0,No,5.0,4.0,No,8.0,9.0,Extrovert,6.0,0.0,9.0,4.0,5.0,0,0,0
3.0,No,4.0,5.0,No,10.0,4.0,Extrovert,4.333333333333333,1.0,10.0,0.0,4.0,0,0,0
2.0,No,5.0,6.0,No,7.0,5.0,Extrovert,5.333333333333333,0.6666666666666666,8.5,0.0,5.0,0,0,0
0.0,No,6.0,6.0,No,8.0,8.0,Extrovert,6.666666666666667,0.0,9.0,2.0,6.0,0,0,0
10.0,Yes,0.0,2.0,Yes,3.0,1.0,Introvert,1.0,10.0,1.5,1.0,-5.0,1,1,1
0.0,No,4.0,3.0,No,10.0,4.0,Extrovert,3.6666666666666665,0.0,10.0,0.0,4.0,0,0,0
7.0,Yes,1.0,0.0,Yes,0.0,2.0,Introvert,1.0,9.0,0.0,1.0,-4.0,1,1,1
0.0,No,7.0,4.0,No,6.0,6.0,Extrovert,5.666666666666667,0.0,8.0,-1.0,7.0,0,0,0
1.0,No,9.0,7.0,No,10.0,3.0,Extrovert,6.333333333333333,0.3333333333333333,10.0,-6.0,9.0,0,0,0
10.0,Yes,0.0,3.0,Yes,5.0,2.0,Introvert,1.6666666666666667,10.0,2.5,2.0,-5.0,1,1,1
6.0,Yes,2.0,2.0,Yes,5.0,1.0,Introvert,1.6666666666666667,8.666666666666666,2.5,-1.0,-3.0,1,1,1
8.0,Yes,0.0,0.0,Yes,4.0,1.0,Introvert,0.3333333333333333,9.333333333333334,2.0,1.0,-5.0,1,1,1
3.0,No,6.0,5.0,No,6.0,8.0,Extrovert,6.333333333333333,1.0,8.0,2.0,6.0,0,0,0
6.0,Yes,2.0,1.0,Yes,1.0,1.0,Introvert,1.3333333333333333,8.666666666666666,0.5,-1.0,-3.0,1,1,1
3.0,No,4.0,5.0,No,10.0,5.0,Extrovert,4.666666666666667,1.0,10.0,1.0,4.0,0,0,0
10.0,Yes,2.0,2.0,Yes,1.0,1.0,Introvert,1.6666666666666667,10.0,0.5,-1.0,-3.0,1,1,1
2.0,No,9.0,5.0,No,6.0,9.0,Extrovert,7.666666666666667,0.6666666666666666,8.0,0.0,9.0,0,0,0
3.0,Yes,3.0,1.0,Yes,4.0,0.0,Introvert,1.3333333333333333,7.666666666666667,2.0,-3.0,-2.0,1,1,1
4.0,Yes,2.0,2.0,Yes,2.0,2.0,Introvert,2.0,8.0,1.0,0.0,-3.0,1,1,1
0.0,No,9.0,4.0,No,10.0,5.0,Extrovert,6.0,0.0,10.0,-4.0,9.0,0,0,0
2.0,No,4.0,7.0,No,10.0,4.0,Extrovert,5.0,0.6666666666666666,10.0,0.0,4.0,0,0,0
6.0,Yes,3.0,1.0,Yes,5.0,2.0,Introvert,2.0,8.666666666666666,2.5,-1.0,-2.0,1,1,1
10.0,Yes,3.0,0.0,Yes,5.0,0.0,Introvert,1.0,10.0,2.5,-3.0,-2.0,1,1,1
9.0,Yes,2.0,2.0,Yes,1.0,2.0,Extrovert,2.0,9.666666666666666,0.5,0.0,-3.0,1,1,0
5.0,Yes,2.0,0.0,Yes,4.0,2.0,Introvert,1.3333333333333333,8.333333333333334,2.0,0.0,-3.0,1,1,1
3.0,No,8.0,6.0,No,9.0,7.0,Extrovert,7.0,1.0,9.5,-1.0,8.0,0,0,0
3.0,No,5.0,5.0,No,6.0,9.0,Extrovert,6.333333333333333,1.0,8.0,4.0,5.0,0,0,0
8.0,Yes,3.0,2.0,Yes,1.0,2.0,Introvert,2.3333333333333335,9.333333333333334,0.5,-1.0,-2.0,1,1,1
3.0,No,6.0,6.0,No,10.0,6.0,Extrovert,6.0,1.0,10.0,0.0,6.0,0,0,0
3.0,No,4.0,4.0,No,10.0,8.0,Extrovert,5.333333333333333,1.0,10.0,4.0,4.0,0,0,0
5.0,No,1.0,2.0,Yes,5.0,2.0,Introvert,1.6666666666666667,5.0,7.5,1.0,-4.0,0,1,1
3.0,No,4.0,5.0,No,8.0,3.0,Extrovert,4.0,1.0,9.0,-1.0,4.0,0,0,0
1.0,No,4.0,7.0,No,7.0,7.0,Extrovert,6.0,0.3333333333333333,8.5,3.0,4.0,0,0,0
4.0,Yes,2.0,0.0,Yes,5.0,1.0,Introvert,1.0,8.0,2.5,-1.0,-3.0,1,1,1
2.0,No,9.0,7.0,No,7.0,9.0,Extrovert,8.333333333333334,0.6666666666666666,8.5,0.0,9.0,0,0,0
5.0,Yes,3.0,0.0,Yes,5.0,1.0,Introvert,1.3333333333333333,8.333333333333334,2.5,-2.0,-2.0,1,1,1
4.0,Yes,0.0,0.0,Yes,5.0,1.0,Introvert,0.3333333333333333,8.0,2.5,1.0,-5.0,1,1,1
7.0,Yes,2.0,0.0,Yes,1.0,1.0,Introvert,1.0,9.0,0.5,-1.0,-3.0,1,1,1
0.0,No,6.0,4.0,No,10.0,5.0,Extrovert,5.0,0.0,10.0,-1.0,6.0,0,0,0
3.0,No,5.0,7.0,No,10.0,7.0,Extrovert,6.333333333333333,1.0,10.0,2.0,5.0,0,0,0
2.0,No,5.0,4.0,No,6.0,4.0,Extrovert,4.333333333333333,0.6666666666666666,8.0,-1.0,5.0,0,0,0
0.0,No,7.0,5.0,No,7.0,6.0,Extrovert,6.0,0.0,8.5,-1.0,7.0,0,0,0
7.0,Yes,2.0,1.0,Yes,4.0,0.0,Introvert,1.0,9.0,2.0,-2.0,-3.0,1,1,1
3.0,Yes,3.0,2.0,Yes,3.0,0.0,Introvert,1.6666666666666667,7.666666666666667,1.5,-3.0,-2.0,1,1,1
2.0,No,6.0,5.0,No,7.0,9.0,Extrovert,6.666666666666667,0.6666666666666666,8.5,3.0,6.0,0,0,0
2.0,No,9.0,5.0,No,10.0,3.0,Extrovert,5.666666666666667,0.6666666666666666,10.0,-6.0,9.0,0,0,0
5.0,Yes,3.0,2.0,Yes,3.0,2.0,Introvert,2.3333333333333335,8.333333333333334,1.5,-1.0,-2.0,1,1,1
2.0,No,7.0,6.0,No,6.0,8.0,Extrovert,7.0,0.6666666666666666,8.0,1.0,7.0,0,0,0
1.0,No,5.0,4.0,No,10.0,3.0,Extrovert,4.0,0.3333333333333333,10.0,-2.0,5.0,0,0,0
3.0,No,4.0,4.0,No,10.0,7.0,Introvert,5.0,1.0,10.0,3.0,4.0,0,0,1
2.0,No,5.0,4.0,No,10.0,5.0,Extrovert,4.666666666666667,0.6666666666666666,10.0,0.0,5.0,0,0,0
2.0,No,5.0,4.0,No,8.0,8.0,Extrovert,5.666666666666667,0.6666666666666666,9.0,3.0,5.0,0,0,0
1.0,No,5.0,7.0,No,8.0,7.0,Extrovert,6.333333333333333,0.3333333333333333,9.0,2.0,5.0,0,0,0
7.0,Yes,2.0,2.0,Yes,0.0,0.0,Introvert,1.3333333333333333,9.0,0.0,-2.0,-3.0,1,1,1
0.0,No,5.0,4.0,No,10.0,3.0,Extrovert,4.0,0.0,10.0,-2.0,5.0,0,0,0
10.0,Yes,3.0,1.0,Yes,2.0,2.0,Introvert,2.0,10.0,1.0,-1.0,-2.0,1,1,1
0.0,No,4.0,6.0,No,10.0,8.0,Extrovert,6.0,0.0,10.0,4.0,4.0,0,0,0
3.0,No,9.0,7.0,No,10.0,4.0,Extrovert,6.666666666666667,1.0,10.0,-5.0,9.0,0,0,0
0.0,No,7.0,6.0,No,10.0,7.0,Extrovert,6.666666666666667,0.0,10.0,0.0,7.0,0,0,0
1.0,No,5.0,7.0,No,10.0,3.0,Extrovert,5.0,0.3333333333333333,10.0,-2.0,5.0,0,0,0
10.0,Yes,1.0,0.0,Yes,5.0,1.0,Introvert,0.6666666666666666,10.0,2.5,0.0,-4.0,1,1,1
2.0,No,9.0,6.0,No,10.0,9.0,Extrovert,8.0,0.6666666666666666,10.0,0.0,9.0,0,0,0
4.0,Yes,2.0,1.0,Yes,2.0,2.0,Introvert,1.6666666666666667,8.0,1.0,0.0,-3.0,1,1,1
0.0,No,5.0,3.0,No,9.0,9.0,Extrovert,5.666666666666667,0.0,9.5,4.0,5.0,0,0,0
1.0,No,6.0,4.0,No,10.0,4.0,Extrovert,4.666666666666667,0.3333333333333333,10.0,-2.0,6.0,0,0,0
10.0,Yes,2.0,2.0,Yes,0.0,0.0,Introvert,1.3333333333333333,10.0,0.0,-2.0,-3.0,1,1,1
9.0,Yes,0.0,0.0,Yes,1.0,0.0,Introvert,0.0,9.666666666666666,0.5,0.0,-5.0,1,1,1
3.0,No,8.0,5.0,No,7.0,9.0,Extrovert,7.333333333333333,1.0,8.5,1.0,8.0,0,0,0
6.0,Yes,1.0,1.0,Yes,5.0,2.0,Introvert,1.3333333333333333,8.666666666666666,2.5,1.0,-4.0,1,1,1
10.0,Yes,0.0,0.0,Yes,1.0,2.0,Introvert,0.6666666666666666,10.0,0.5,2.0,-5.0,1,1,1
6.0,Yes,2.0,1.0,Yes,3.0,0.0,Introvert,1.0,8.666666666666666,1.5,-2.0,-3.0,1,1,1
3.0,No,4.0,7.0,No,10.0,6.0,Extrovert,5.666666666666667,1.0,10.0,2.0,4.0,0,0,0
2.0,No,4.0,5.0,No,10.0,9.0,Extrovert,6.0,0.6666666666666666,10.0,5.0,4.0,0,0,0
10.0,Yes,3.0,0.0,Yes,0.0,1.0,Introvert,1.3333333333333333,10.0,0.0,-2.0,-2.0,1,1,1
0.0,No,6.0,4.0,No,10.0,8.0,Extrovert,6.0,0.0,10.0,2.0,6.0,0,0,0
5.0,Yes,3.0,1.0,Yes,5.0,0.0,Introvert,1.3333333333333333,8.333333333333334,2.5,-3.0,-2.0,1,1,1
0.0,No,4.0,4.0,No,10.0,9.0,Extrovert,5.666666666666667,0.0,10.0,5.0,4.0,0,0,0
0.0,No,8.0,6.0,No,10.0,9.0,Extrovert,7.666666666666667,0.0,10.0,1.0,8.0,0,0,0
10.0,Yes,2.0,1.0,Yes,2.0,1.0,Introvert,1.3333333333333333,10.0,1.0,-1.0,-3.0,1,1,1
0.0,No,5.0,4.0,No,10.0,6.0,Extrovert,5.0,0.0,10.0,1.0,5.0,0,0,0
7.0,Yes,2.0,0.0,Yes,5.0,0.0,Introvert,0.6666666666666666,9.0,2.5,-2.0,-3.0,1,1,1
2.0,No,8.0,5.0,No,7.0,3.0,Extrovert,5.333333333333333,0.6666666666666666,8.5,-5.0,8.0,0,0,0
5.0,Yes,0.0,0.0,Yes,1.0,2.0,Introvert,0.6666666666666666,8.333333333333334,0.5,2.0,-5.0,1,1,1
10.0,Yes,1.0,0.0,Yes,4.0,1.0,Introvert,0.6666666666666666,10.0,2.0,0.0,-4.0,1,1,1
10.0,Yes,2.0,0.0,Yes,0.0,2.0,Introvert,1.3333333333333333,10.0,0.0,0.0,-3.0,1,1,1
3.0,No,5.0,4.0,No,8.0,4.0,Extrovert,4.333333333333333,1.0,9.0,-1.0,5.0,0,0,0
5.0,Yes,1.0,0.0,Yes,2.0,2.0,Introvert,1.0,8.333333333333334,1.0,1.0,-4.0,1,1,1
1.0,No,4.0,7.0,No,10.0,3.0,Extrovert,4.666666666666667,0.3333333333333333,10.0,-1.0,4.0,0,0,0
7.0,Yes,1.0,0.0,Yes,1.0,2.0,Introvert,1.0,9.0,0.5,1.0,-4.0,1,1,1
4.0,Yes,3.0,2.0,Yes,2.0,0.0,Introvert,1.6666666666666667,8.0,1.0,-3.0,-2.0,1,1,1
0.0,No,6.0,4.0,No,7.0,6.0,Extrovert,5.333333333333333,0.0,8.5,0.0,6.0,0,0,0
5.0,Yes,0.0,2.0,Yes,0.0,0.0,Introvert,0.6666666666666666,8.333333333333334,0.0,0.0,-5.0,1,1,1
2.0,No,6.0,5.0,No,10.0,6.0,Extrovert,5.666666666666667,0.6666666666666666,10.0,0.0,6.0,0,0,0
10.0,Yes,1.0,2.0,No,4.0,1.0,Introvert,1.3333333333333333,6.666666666666667,2.0,0.0,1.0,1,0,1
1.0,No,4.0,4.0,No,10.0,7.0,Extrovert,5.0,0.3333333333333333,10.0,3.0,4.0,0,0,0
4.0,Yes,1.0,0.0,Yes,5.0,0.0,Introvert,0.3333333333333333,8.0,2.5,-1.0,-4.0,1,1,1
2.0,No,5.0,6.0,No,10.0,4.0,Extrovert,5.0,0.6666666666666666,10.0,-1.0,5.0,0,0,0
3.0,No,6.0,4.0,No,6.0,8.0,Extrovert,6.0,1.0,8.0,2.0,6.0,0,0,0
4.0,Yes,2.0,2.0,Yes,0.0,0.0,Introvert,1.3333333333333333,8.0,0.0,-2.0,-3.0,1,1,1
6.0,Yes,0.0,0.0,Yes,4.0,1.0,Introvert,0.3333333333333333,8.666666666666666,2.0,1.0,-5.0,1,1,1
3.0,No,6.0,5.0,No,10.0,7.0,Extrovert,6.0,1.0,10.0,1.0,6.0,0,0,0
6.0,Yes,0.0,1.0,Yes,0.0,2.0,Introvert,1.0,8.666666666666666,0.0,2.0,-5.0,1,1,1
0.0,No,9.0,6.0,No,7.0,6.0,Extrovert,7.0,0.0,8.5,-3.0,9.0,0,0,0
1.0,No,9.0,4.0,No,10.0,4.0,Extrovert,5.666666666666667,0.3333333333333333,10.0,-5.0,9.0,0,0,0
10.0,Yes,0.0,1.0,Yes,2.0,0.0,Introvert,0.3333333333333333,10.0,1.0,0.0,-5.0,1,1,1
6.0,Yes,3.0,1.0,Yes,2.0,1.0,Introvert,1.6666666666666667,8.666666666666666,1.0,-2.0,-2.0,1,1,1
10.0,Yes,1.0,0.0,Yes,1.0,2.0,Introvert,1.0,10.0,0.5,1.0,-4.0,1,1,1
7.0,Yes,3.0,2.0,Yes,5.0,0.0,Introvert,1.6666666666666667,9.0,2.5,-3.0,-2.0,1,1,1
8.0,No,1.0,1.0,Yes,3.0,2.0,Introvert,1.3333333333333333,6.0,6.5,1.0,-4.0,0,1,1
1.0,No,4.0,5.0,No,10.0,5.0,Extrovert,4.666666666666667,0.3333333333333333,10.0,1.0,4.0,0,0,0
1.0,No,5.0,5.0,No,9.0,5.0,Extrovert,5.0,0.3333333333333333,9.5,0.0,5.0,0,0,0
2.0,No,7.0,4.0,No,10.0,7.0,Introvert,6.0,0.6666666666666666,10.0,0.0,7.0,0,0,1
2.0,No,4.0,5.0,No,8.0,5.0,Extrovert,4.666666666666667,0.6666666666666666,9.0,1.0,4.0,0,0,0
5.0,Yes,2.0,1.0,Yes,1.0,1.0,Introvert,1.3333333333333333,8.333333333333334,0.5,-1.0,-3.0,1,1,1
5.0,Yes,0.0,0.0,Yes,2.0,0.0,Introvert,0.0,8.333333333333334,1.0,0.0,-5.0,1,1,1
4.0,Yes,2.0,2.0,Yes,4.0,0.0,Introvert,1.3333333333333333,8.0,2.0,-2.0,-3.0,1,1,1
6.0,Yes,3.0,1.0,Yes,5.0,1.0,Introvert,1.6666666666666667,8.666666666666666,2.5,-2.0,-2.0,1,1,1
6.0,Yes,2.0,2.0,Yes,0.0,1.0,Introvert,1.6666666666666667,8.666666666666666,0.0,-1.0,-3.0,1,1,1
3.0,No,7.0,4.0,No,10.0,9.0,Introvert,6.666666666666667,1.0,10.0,2.0,7.0,0,0,1
3.0,No,8.0,6.0,No,9.0,8.0,Extrovert,7.333333333333333,1.0,9.5,0.0,8.0,0,0,0
6.0,Yes,0.0,0.0,Yes,2.0,2.0,Introvert,0.6666666666666666,8.666666666666666,1.0,2.0,-5.0,1,1,1
4.0,Yes,1.0,1.0,Yes,1.0,0.0,Introvert,0.6666666666666666,8.0,0.5,-1.0,-4.0,1,1,1
6.0,Yes,3.0,0.0,Yes,0.0,1.0,Introvert,1.3333333333333333,8.666666666666666,0.0,-2.0,-2.0,1,1,1
10.0,Yes,3.0,2.0,Yes,3.0,1.0,Extrovert,2.0,10.0,1.5,-2.0,-2.0,1,1,0
0.0,No,4.0,4.0,No,10.0,9.0,Extrovert,5.666666666666667,0.0,10.0,5.0,4.0,0,0,0
2.0,No,9.0,5.0,No,9.0,9.0,Extrovert,7.666666666666667,0.6666666666666666,9.5,0.0,9.0,0,0,0
6.0,Yes,0.0,0.0,Yes,3.0,1.0,Introvert,0.3333333333333333,8.666666666666666,1.5,1.0,-5.0,1,1,1
6.0,Yes,3.0,1.0,Yes,0.0,1.0,Introvert,1.6666666666666667,8.666666666666666,0.0,-2.0,-2.0,1,1,1
9.0,Yes,2.0,0.0,Yes,5.0,0.0,Introvert,0.6666666666666666,9.666666666666666,2.5,-2.0,-3.0,1,1,1
1.0,No,4.0,7.0,No,10.0,8.0,Extrovert,6.333333333333333,0.3333333333333333,10.0,4.0,4.0,0,0,0
8.0,Yes,0.0,1.0,Yes,2.0,0.0,Introvert,0.3333333333333333,9.333333333333334,1.0,0.0,-5.0,1,1,1
0.0,No,8.0,5.0,No,7.0,8.0,Extrovert,7.0,0.0,8.5,0.0,8.0,0,0,0
2.0,No,9.0,7.0,No,10.0,3.0,Extrovert,6.333333333333333,0.6666666666666666,10.0,-6.0,9.0,0,0,0
3.0,No,9.0,4.0,No,10.0,5.0,Extrovert,6.0,1.0,10.0,-4.0,9.0,0,0,0
9.0,Yes,2.0,0.0,Yes,0.0,0.0,Introvert,0.6666666666666666,9.666666666666666,0.0,-2.0,-3.0,1,1,1
9.0,Yes,3.0,2.0,Yes,5.0,1.0,Introvert,2.0,9.666666666666666,2.5,-2.0,-2.0,1,1,1
7.0,Yes,3.0,0.0,Yes,1.0,1.0,Introvert,1.3333333333333333,9.0,0.5,-2.0,-2.0,1,1,1
7.0,Yes,0.0,1.0,Yes,0.0,0.0,Extrovert,0.3333333333333333,9.0,0.0,0.0,-5.0,1,1,0
3.0,No,5.0,3.0,No,10.0,4.0,Extrovert,4.0,1.0,10.0,-1.0,5.0,0,0,0
3.0,Yes,2.0,1.0,Yes,5.0,1.0,Introvert,1.3333333333333333,7.666666666666667,2.5,-1.0,-3.0,1,1,1
3.0,No,4.0,7.0,No,8.0,5.0,Extrovert,5.333333333333333,1.0,9.0,1.0,4.0,0,0,0
9.0,Yes,0.0,1.0,Yes,0.0,2.0,Introvert,1.0,9.666666666666666,0.0,2.0,-5.0,1,1,1
2.0,No,4.0,5.0,No,10.0,4.0,Extrovert,4.333333333333333,0.6666666666666666,10.0,0.0,4.0,0,0,0
7.0,Yes,1.0,1.0,Yes,2.0,2.0,Introvert,1.3333333333333333,9.0,1.0,1.0,-4.0,1,1,1
10.0,Yes,2.0,1.0,Yes,1.0,1.0,Introvert,1.3333333333333333,10.0,0.5,-1.0,-3.0,1,1,1
1.0,No,6.0,6.0,No,10.0,6.0,Extrovert,6.0,0.3333333333333333,10.0,0.0,6.0,0,0,0
5.0,Yes,1.0,2.0,Yes,1.0,1.0,Introvert,1.3333333333333333,8.333333333333334,0.5,0.0,-4.0,1,1,1
3.0,No,7.0,4.0,No,10.0,7.0,Extrovert,6.0,1.0,10.0,0.0,7.0,0,0,0
2.0,No,5.0,6.0,No,10.0,8.0,Extrovert,6.333333333333333,0.6666666666666666,10.0,3.0,5.0,0,0,0
7.0,Yes,0.0,0.0,Yes,4.0,2.0,Introvert,0.6666666666666666,9.0,2.0,2.0,-5.0,1,1,1
10.0,Yes,2.0,1.0,Yes,5.0,1.0,Introvert,1.3333333333333333,10.0,2.5,-1.0,-3.0,1,1,1
6.0,Yes,1.0,0.0,Yes,0.0,2.0,Introvert,1.0,8.666666666666666,0.0,1.0,-4.0,1,1,1
2.0,No,7.0,5.0,No,8.0,5.0,Extrovert,5.666666666666667,0.6666666666666666,9.0,-2.0,7.0,0,0,0
5.0,Yes,0.0,0.0,Yes,3.0,1.0,Introvert,0.3333333333333333,8.333333333333334,1.5,1.0,-5.0,1,1,1
3.0,No,7.0,7.0,No,7.0,3.0,Extrovert,5.666666666666667,1.0,8.5,-4.0,7.0,0,0,0
6.0,Yes,3.0,0.0,Yes,3.0,1.0,Introvert,1.3333333333333333,8.666666666666666,1.5,-2.0,-2.0,1,1,1
0.0,No,5.0,7.0,No,9.0,4.0,Extrovert,5.333333333333333,0.0,9.5,-1.0,5.0,0,0,0
2.0,No,5.0,7.0,No,10.0,9.0,Extrovert,7.0,0.6666666666666666,10.0,4.0,5.0,0,0,0
1.0,No,6.0,6.0,No,10.0,7.0,Extrovert,6.333333333333333,0.3333333333333333,10.0,1.0,6.0,0,0,0
3.0,No,6.0,4.0,No,7.0,3.0,Extrovert,4.333333333333333,1.0,8.5,-3.0,6.0,0,0,0
2.0,No,4.0,6.0,No,10.0,6.0,Extrovert,5.333333333333333,0.6666666666666666,10.0,2.0,4.0,0,0,0
3.0,No,9.0,6.0,No,7.0,9.0,Extrovert,8.0,1.0,8.5,0.0,9.0,0,0,0
0.0,No,8.0,5.0,No,10.0,8.0,Extrovert,7.0,0.0,10.0,0.0,8.0,0,0,0
1.0,No,7.0,4.0,No,10.0,9.0,Extrovert,6.666666666666667,0.3333333333333333,10.0,2.0,7.0,0,0,0
4.0,Yes,3.0,1.0,Yes,5.0,0.0,Introvert,1.3333333333333333,8.0,2.5,-3.0,-2.0,1,1,1
2.0,No,4.0,4.0,No,7.0,5.0,Extrovert,4.333333333333333,0.6666666666666666,8.5,1.0,4.0,0,0,0
8.0,Yes,0.0,2.0,Yes,0.0,0.0,Introvert,0.6666666666666666,9.333333333333334,0.0,0.0,-5.0,1,1,1
2.0,No,6.0,5.0,No,8.0,8.0,Extrovert,6.333333333333333,0.6666666666666666,9.0,2.0,6.0,0,0,0
1.0,No,5.0,4.0,No,10.0,3.0,Introvert,4.0,0.3333333333333333,10.0,-2.0,5.0,0,0,1
